tot_time,avg_time,accuracy,rmse,compiled,eager,reduce_overhead
0.3907651901245117,0.019538259506225585,0.87727755,74.32994,True,False,False
0.43342065811157227,0.021671032905578612,0.87727755,74.32994,True,False,True
0.5891625881195068,0.029458129405975343,0.8772862,74.328476,False,False,False
0.6397457122802734,0.03198728561401367,0.8772862,74.328476,True,True,False
